record_id	key	name_code	col_lsid	database_full_name	rank	name	kingdom	phylum	classx	orderx	family	superfamily	genus	species	infraspecies	author	nameslist	namesjson	classification	authorityDetails	authority	hasRangeMap
6865070	animalia/species/sorex_neomexicanus	ITS-555657	urn:lsid:catalogueoflife.org:taxon:d9d6f188-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	soricomorpha	soricidae		sorex	neomexicanus		Bailey, 1913	["new mexico shrew", "sorex neomexicanus", "sorex monticolus neomexicanus", "sorex mexicanus", "sorex obscurus neomexicanus"]	[{"source": "COL", "type": "common name", "name": "New Mexico Shrew", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sorex neomexicanus", "language": "latin", "author": "Bailey, 1913"}, {"source": "COL", "type": "scientific name", "name": "Sorex monticolus neomexicanus", "language": "latin", "author": "Bailey, 1913"}, {"source": "COL", "type": "scientific name", "name": "Sorex mexicanus", "language": "latin", "author": "Bailey, 1913"}, {"source": "COL", "type": "scientific name", "name": "Sorex obscurus neomexicanus", "language": "latin", "author": "Bailey, 1913"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "soricidae", "author": "Bailey, 1913", "species": "neomexicanus", "genus": "sorex", "class": "mammalia", "order": "soricomorpha"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:d9d6f188-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6865071	animalia/species/sylvilagus_robustus	ITS-555658	urn:lsid:catalogueoflife.org:taxon:24e94450-60a7-102d-be47-00304854f810:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	lagomorpha	leporidae		sylvilagus	robustus		Bailey, 1905	["robust cottontail", "sylvilagus robustus", "sylvilagus floridanus robustus"]	[{"source": "COL", "type": "common name", "name": "Robust Cottontail", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sylvilagus robustus", "language": "latin", "author": "Bailey, 1905"}, {"source": "COL", "type": "scientific name", "name": "Sylvilagus floridanus robustus", "language": "latin", "author": "Bailey, 1905"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "leporidae", "author": "Bailey, 1905", "species": "robustus", "genus": "sylvilagus", "class": "mammalia", "order": "lagomorpha"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:24e94450-60a7-102d-be47-00304854f810:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6865072	animalia/species/macaca_fuscata	ITS-555659	urn:lsid:catalogueoflife.org:taxon:24e9468a-60a7-102d-be47-00304854f810:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	primates	cercopithecidae		macaca	fuscata		Blyth, 1875	["macaca fuscata"]	[{"source": "COL", "type": "accepted name", "name": "Macaca fuscata", "language": "latin", "author": "Blyth, 1875"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "cercopithecidae", "author": "Blyth, 1875", "species": "fuscata", "genus": "macaca", "class": "mammalia", "order": "primates"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:24e9468a-60a7-102d-be47-00304854f810:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6865073	animalia/species/dipodomys_simulans	ITS-555660	urn:lsid:catalogueoflife.org:taxon:df150a22-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	rodentia	heteromyidae		dipodomys	simulans		Merriam, 1904	["dulzura kangaroo rat", "dipodomys simulans"]	[{"source": "COL", "type": "common name", "name": "Dulzura kangaroo rat", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Dipodomys simulans", "language": "latin", "author": "Merriam, 1904"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "heteromyidae", "author": "Merriam, 1904", "species": "simulans", "genus": "dipodomys", "class": "mammalia", "order": "rodentia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:df150a22-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6863007	animalia/species/sminthopsis_leucopus	ITS-552646	urn:lsid:catalogueoflife.org:taxon:dec18aa0-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	leucopus		Gray, 1842	["white-footed dunnart", "sminthopsis leucopus"]	[{"source": "COL", "type": "common name", "name": "White-footed Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis leucopus", "language": "latin", "author": "Gray, 1842"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Gray, 1842", "species": "leucopus", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:dec18aa0-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	True
6863008	animalia/species/sminthopsis_longicaudata	ITS-552647	urn:lsid:catalogueoflife.org:taxon:da19feba-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	longicaudata		Spencer, 1909	["long-tailed dunnart", "sminthopsis longicaudata"]	[{"source": "COL", "type": "common name", "name": "Long-tailed Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis longicaudata", "language": "latin", "author": "Spencer, 1909"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Spencer, 1909", "species": "longicaudata", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:da19feba-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	True
6863009	animalia/species/sminthopsis_macroura	ITS-552648	urn:lsid:catalogueoflife.org:taxon:dec504be-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	macroura		Gould, 1845	["stripe-faced dunnart", "sminthopsis macroura"]	[{"source": "COL", "type": "common name", "name": "Stripe-faced Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis macroura", "language": "latin", "author": "Gould, 1845"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Gould, 1845", "species": "macroura", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:dec504be-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}    COL	True
6863010	animalia/species/sminthopsis_murina	ITS-552649	urn:lsid:catalogueoflife.org:taxon:da23d07a-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	murina		Waterhouse, 1838	["slender-tailed dunnart", "sminthopsis murina"]	[{"source": "COL", "type": "common name", "name": "Slender-tailed Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis murina", "language": "latin", "author": "Waterhouse, 1838"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Waterhouse, 1838", "species": "murina", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:da23d07a-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6863011	animalia/species/sminthopsis_ooldea	ITS-552650	urn:lsid:catalogueoflife.org:taxon:decd8616-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	ooldea		Troughton, 1965	["ooldea dunnart", "sminthopsis ooldea"]	[{"source": "COL", "type": "common name", "name": "Ooldea Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis ooldea", "language": "latin", "author": "Troughton, 1965"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Troughton, 1965", "species": "ooldea", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:decd8616-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	False
6863012	animalia/species/sminthopsis_psammophila	ITS-552651	urn:lsid:catalogueoflife.org:taxon:dec0e76c-29c1-102b-9a4a-00304854f820:ac2010	The Integrated Taxonomic Information System	species		animalia	chordata	mammalia	dasyuromorphia	dasyuridae		sminthopsis	psammophila		Spencer, 1895	["sandhill dunnart", "sminthopsis psammophila"]	[{"source": "COL", "type": "common name", "name": "Sandhill Dunnart", "language": "English", "author": null}, {"source": "COL", "type": "accepted name", "name": "Sminthopsis psammophila", "language": "latin", "author": "Spencer, 1895"}]	{"kingdom": "animalia", "infraspecies": null, "superfamily": null, "phylum": "chordata", "family": "dasyuridae", "author": "Spencer, 1895", "species": "psammophila", "genus": "sminthopsis", "class": "mammalia", "order": "dasyuromorphia"}	{"external identifier": "urn:lsid:catalogueoflife.org:taxon:dec0e76c-29c1-102b-9a4a-00304854f820:ac2010", "authority": "COL", "database": "The Integrated Taxonomic Information System"}	COL	True
