name, col-id, syn-name, syn-col-id
Setifer setosus, 6906429, Ericulus fontoynonti, None
Setifer setosus, 6906429, Ericulus nigrescens, None
Setifer setosus, 6906429, Hericulus melantho, None
Setifer setosus, 6906429, Ericulus melantho, None
Setifer setosus, 6906429, Setifer melantho, None
Setifer setosus, 6906429, Ericulus spinosus, None
Setifer setosus, 6906429, Hericulus nigrescens, None
Setifer setosus, 6906429, Setifer spinosus, None
Setifer setosus, 6906429, Setifer nigrescens, None
Setifer setosus, 6906429, Dasogale nigrescens, None
Setifer setosus, 6906429, Hericulus nigricans, None
Setifer setosus, 6906429, Ericulus nigricans, None
Setifer setosus, 6906429, Setifer nigricans, None
Setifer setosus, 6906429, Hericulus spinosus, None
Setifer setosus, 6906429, Dasogale melantho, None
Setonix brachyurus, 6863118, Setonix brevicaudatus, None
Setonix brachyurus, 6863118, Setonix brachyurus, 6863118
Sicista armenica, 6900266, Clonomys armenica, None
Sicista armenica, 6900266, Sminthus armenica, None
Sicista armenica, 6900266, Sicista armenica, 6900266
Sicista betulina, 6900267, Clonomys montana, None
Sicista betulina, 6900267, Sicista betulina, 6900267
Sicista betulina, 6900267, Sminthus betulina, None
Sicista betulina, 6900267, Clonomys betulina, None
Sicista betulina, 6900267, Sicista tatricus, None
Sicista betulina, 6900267, Sminthus tatricus, None
Sicista betulina, 6900267, Clonomys tatricus, None
Sicista betulina, 6900267, Sminthus montana, None
Sicista betulina, 6900267, Sicista norvegica, None
Sicista betulina, 6900267, Sminthus norvegica, None
Sicista betulina, 6900267, Clonomys norvegica, None
Sicista betulina, 6900267, Sicista taigica, None
Sicista betulina, 6900267, Sminthus taigica, None
Sicista betulina, 6900267, Clonomys taigica, None
Sicista betulina, 6900267, Sicista montana, None
Sicista caucasica, 6900268, Sicista caucasica, 6900268
Sicista caucasica, 6900268, Sminthus caucasica, None
Sicista caucasica, 6900268, Clonomys caucasica, None
Sicista caudata, 6900269, Sminthus caudata, None
Sicista caudata, 6900269, Sicista caudata, 6900269
Sicista caudata, 6900269, Clonomys caudata, None
Sicista concolor, 6900271, Sicista weigoldi, None
Sicista concolor, 6900271, Sicista concolor, 6900271
Sicista concolor, 6900271, Sminthus concolor, None
Sicista concolor, 6900271, Clonomys concolor, None
Sicista concolor, 6900271, Sicista flavus, None
Sicista concolor, 6900271, Clonomys flavus, None
Sicista concolor, 6900271, Sminthus weigoldi, None
Sicista concolor, 6900271, Clonomys weigoldi, None
Sicista concolor, 6900271, Sicista leathemi, None
Sicista concolor, 6900271, Sminthus leathemi, None
Sicista concolor, 6900271, Clonomys leathemi, None
Sicista concolor, 6900271, Sminthus flavus, None
Sicista kazbegica, 6900272, Sicista kazbegica, 6900272
Sicista kazbegica, 6900272, Clonomys kazbegica, None
Sicista kazbegica, 6900272, Sminthus kazbegica, None
Sicista kluchorica, 6900273, Sicista kluchorica, 6900273
Sicista kluchorica, 6900273, Sminthus kluchorica, None
Sicista kluchorica, 6900273, Clonomys kluchorica, None
Sicista napaea, 6900274, Clonomys napaea, None
Sicista napaea, 6900274, Sminthus napaea, None
Sicista napaea, 6900274, Sicista napaea, 6900274
Sicista pseudonapaea, 6900275, Clonomys pseudonapaea, None
Sicista pseudonapaea, 6900275, Sminthus pseudonapaea, None
Sicista pseudonapaea, 6900275, Sicista pseudonapaea, 6900275
Sicista severtzovi, 6900276, Sminthus severtzovi, None
Sicista severtzovi, 6900276, Sicista severtzovi, 6900276
Sicista severtzovi, 6900276, Clonomys severtzovi, None
Sicista severtzovi, 6900276, Sminthus cimlanica, None
Sicista severtzovi, 6900276, Clonomys cimlanica, None
Sicista severtzovi, 6900276, Sicista cimlanica, None
Sicista strandi, 6900277, Sminthus strandi, None
Sicista strandi, 6900277, Sicista strandi, 6900277
Sicista strandi, 6900277, Clonomys strandi, None
Sicista subtilis, 6900278, Sminthus tristriatus, None
Sicista subtilis, 6900278, Sicista pallida, None
Sicista subtilis, 6900278, Clonomys virgulosus, None
Sicista subtilis, 6900278, Sminthus pallida, None
Sicista subtilis, 6900278, Sicista subtilis, 6900278
Sicista subtilis, 6900278, Clonomys pallida, None
Sicista subtilis, 6900278, Clonomys tristriatus, None
Sicista subtilis, 6900278, Clonomys siberica, None
Sicista subtilis, 6900278, Sminthus subtilis, None
Sicista subtilis, 6900278, Sicista tristriatus, None
Sicista subtilis, 6900278, Sminthus siberica, None
Sicista subtilis, 6900278, Sicista siberica, None
Sicista subtilis, 6900278, Clonomys nordmanni, None
Sicista subtilis, 6900278, Sminthus nordmanni, None
Sicista subtilis, 6900278, Sicista nordmanni, None
Sicista subtilis, 6900278, Clonomys tripartitus, None
Sicista subtilis, 6900278, Sminthus tripartitus, None
Sicista subtilis, 6900278, Clonomys subtilis, None
Sicista subtilis, 6900278, Sicista loriger, None
Sicista subtilis, 6900278, Sicista tripartitus, None
Sicista subtilis, 6900278, Sminthus interzonus, None
Sicista subtilis, 6900278, Sicista virgulosus, None
Sicista subtilis, 6900278, Sminthus loriger, None
Sicista subtilis, 6900278, Clonomys interstriatus, None
Sicista subtilis, 6900278, Sminthus interstriatus, None
Sicista subtilis, 6900278, Clonomys interzonus, None
Sicista subtilis, 6900278, Sicista interzonus, None
Sicista subtilis, 6900278, Clonomys lineatus, None
Sicista subtilis, 6900278, Sminthus lineatus, None
Sicista subtilis, 6900278, Sicista vagus, None
Sicista subtilis, 6900278, Clonomys trizona, None
Sicista subtilis, 6900278, Sminthus trizona, None
Sicista subtilis, 6900278, Sicista trizona, None
Sicista subtilis, 6900278, Clonomys loriger, None
Sicista subtilis, 6900278, Sminthus virgulosus, None
Sicista subtilis, 6900278, Clonomys vagus, None
Sicista subtilis, 6900278, Sminthus vagus, None
Sicista subtilis, 6900278, Sicista lineatus, None
Sicista subtilis, 6900278, Sicista interstriatus, None
Sicista tianshanica, 6900279, Sicista tianshanica, 6900279
Sicista tianshanica, 6900279, Clonomys tianshanica, None
Sicista tianshanica, 6900279, Sminthus tianshanica, None
Sigmodon alleni, 6906337, Sigmodon macrodon, None
Sigmodon alleni, 6906337, Lasiomys alleni, None
Sigmodon alleni, 6906337, Sigmodon alleni, 6906337
Sigmodon alleni, 6906337, Deilemys vulcani, None
Sigmodon alleni, 6906337, Sigmodon vulcani, None
Sigmodon alleni, 6906337, Lasiomys vulcani, None
Sigmodon alleni, 6906337, Deilemys macrodon, None
Sigmodon alleni, 6906337, Deilemys macdougalli, None
Sigmodon alleni, 6906337, Sigmodon macdougalli, None
Sigmodon alleni, 6906337, Lasiomys macdougalli, None
Sigmodon alleni, 6906337, Deilemys guerrerensis, None
Sigmodon alleni, 6906337, Deilemys alleni, None
Sigmodon alleni, 6906337, Sigmodon guerrerensis, None
Sigmodon alleni, 6906337, Lasiomys guerrerensis, None
Sigmodon alleni, 6906337, Lasiomys macrodon, None
Sigmodon alstoni, 6906338, Lasiomys savannarum, None
Sigmodon alstoni, 6906338, Deilemys alstoni, None
Sigmodon alstoni, 6906338, Sigmodon alstoni, 6906338
Sigmodon alstoni, 6906338, Lasiomys alstoni, None
Sigmodon alstoni, 6906338, Sigmodon savannarum, None
Sigmodon alstoni, 6906338, Deilemys venester, None
Sigmodon alstoni, 6906338, Sigmodon venester, None
Sigmodon alstoni, 6906338, Lasiomys venester, None
Sigmodon alstoni, 6906338, Deilemys savannarum, None
Sigmodon arizonae, 6850284, Deilemys cienegae, None
Sigmodon arizonae, 6850284, Deilemys jacksoni, None
Sigmodon arizonae, 6850284, Sigmodon arizonae, 6850284
Sigmodon arizonae, 6850284, Lasiomys arizonae, None
Sigmodon arizonae, 6850284, Deilemys major, None
Sigmodon arizonae, 6850284, Deilemys arizonae, None
Sigmodon arizonae, 6850284, Sigmodon major, None
Sigmodon arizonae, 6850284, Lasiomys major, None
Sigmodon arizonae, 6850284, Lasiomys cienegae, None
Sigmodon arizonae, 6850284, Deilemys plenus, None
Sigmodon arizonae, 6850284, Lasiomys plenus, None
Sigmodon arizonae, 6850284, Sigmodon jacksoni, None
Sigmodon arizonae, 6850284, Lasiomys jacksoni, None
Sigmodon arizonae, 6850284, Sigmodon cienegae, None
Sigmodon arizonae, 6850284, Sigmodon plenus, None
Sigmodon fulviventer, 6850285, Sigmodon fulviventer, 6850285
Sigmodon fulviventer, 6850285, Deilemys fulviventer, None
Sigmodon fulviventer, 6850285, Sigmodon melanotis, None
Sigmodon fulviventer, 6850285, Deilemys melanotis, None
Sigmodon fulviventer, 6850285, Lasiomys goldmani, None
Sigmodon fulviventer, 6850285, Sigmodon goldmani, None
Sigmodon fulviventer, 6850285, Lasiomys fulviventer, None
Sigmodon fulviventer, 6850285, Sigmodon minimus, None
Sigmodon fulviventer, 6850285, Deilemys goldmani, None
Sigmodon fulviventer, 6850285, Lasiomys melanotis, None
Sigmodon fulviventer, 6850285, Deilemys minimus, None
Sigmodon fulviventer, 6850285, Lasiomys dalquesti, None
Sigmodon fulviventer, 6850285, Sigmodon dalquesti, None
Sigmodon fulviventer, 6850285, Deilemys dalquesti, None
Sigmodon fulviventer, 6850285, Lasiomys woodi, None
Sigmodon fulviventer, 6850285, Sigmodon woodi, None
Sigmodon fulviventer, 6850285, Deilemys woodi, None
Sigmodon fulviventer, 6850285, Lasiomys minimus, None
Sigmodon hirsutus, None, Deilemys chiriquensis, None
Sigmodon hirsutus, None, Sigmodon borucae, None
Sigmodon hirsutus, None, Sigmodon hirsutus, None
Sigmodon hirsutus, None, Lasiomys hirsutus, None
Sigmodon hirsutus, None, Deilemys griseus, None
Sigmodon hirsutus, None, Lasiomys griseus, None
Sigmodon hirsutus, None, Sigmodon chiriquensis, None
Sigmodon hirsutus, None, Lasiomys chiriquensis, None
Sigmodon hirsutus, None, Deilemys borucae, None
Sigmodon hirsutus, None, Deilemys hirsutus, None
Sigmodon hirsutus, None, Deilemys sanctaemartae, None
Sigmodon hirsutus, None, Sigmodon griseus, None
Sigmodon hirsutus, None, Lasiomys borucae, None
Sigmodon hirsutus, None, Sigmodon sanctaemartae, None
Sigmodon hirsutus, None, Lasiomys sanctaemartae, None
Sigmodon hirsutus, None, Lasiomys austerulus, None
Sigmodon hirsutus, None, Sigmodon austerulus, None
Sigmodon hirsutus, None, Deilemys austerulus, None
Sigmodon hirsutus, None, Lasiomys bogotensis, None
Sigmodon hirsutus, None, Sigmodon bogotensis, None
Sigmodon hirsutus, None, Deilemys bogotensis, None
Sigmodon hispidus, 6850286, Lasiomys littoralis, None
Sigmodon hispidus, 6850286, Deilemys komareki, None
Sigmodon hispidus, 6850286, Sigmodon confinis, None
Sigmodon hispidus, 6850286, Deilemys littoralis, None
Sigmodon hispidus, 6850286, Lasiomys virginianus, None
Sigmodon hispidus, 6850286, Sigmodon virginianus, None
Sigmodon hispidus, 6850286, Deilemys virginianus, None
Sigmodon hispidus, 6850286, Lasiomys confinis, None
Sigmodon hispidus, 6850286, Sigmodon littoralis, None
Sigmodon hispidus, 6850286, Deilemys confinis, None
Sigmodon hispidus, 6850286, Lasiomys eremicus, None
Sigmodon hispidus, 6850286, Sigmodon eremicus, None
Sigmodon hispidus, 6850286, Deilemys eremicus, None
Sigmodon hispidus, 6850286, Lasiomys alfredi, None
Sigmodon hispidus, 6850286, Sigmodon alfredi, None
Sigmodon hispidus, 6850286, Deilemys alfredi, None
Sigmodon hispidus, 6850286, Sigmodon komareki, None
Sigmodon hispidus, 6850286, Lasiomys insulicola, None
Sigmodon hispidus, 6850286, Lasiomys exsputus, None
Sigmodon hispidus, 6850286, Sigmodon spadicipygus, None
Sigmodon hispidus, 6850286, Sigmodon exsputus, None
Sigmodon hispidus, 6850286, Lasiomys floridanus, None
Sigmodon hispidus, 6850286, Sigmodon floridanus, None
Sigmodon hispidus, 6850286, Deilemys floridanus, None
Sigmodon hispidus, 6850286, Sigmodon insulicola, None
Sigmodon hispidus, 6850286, Lasiomys solus, None
Sigmodon hispidus, 6850286, Sigmodon solus, None
Sigmodon hispidus, 6850286, Deilemys insulicola, None
Sigmodon hispidus, 6850286, Lasiomys spadicipygus, None
Sigmodon hispidus, 6850286, Lasiomys komareki, None
Sigmodon hispidus, 6850286, Deilemys spadicipygus, None
Sigmodon hispidus, 6850286, Lasiomys texianus, None
Sigmodon hispidus, 6850286, Sigmodon texianus, None
Sigmodon hispidus, 6850286, Deilemys texianus, None
Sigmodon hispidus, 6850286, Lasiomys pallidus, None
Sigmodon hispidus, 6850286, Sigmodon pallidus, None
Sigmodon hispidus, 6850286, Deilemys pallidus, None
Sigmodon hispidus, 6850286, Deilemys solus, None
Sigmodon hispidus, 6850286, Lasiomys berlandieri, None
Sigmodon hispidus, 6850286, Sigmodon berlandieri, None
Sigmodon hispidus, 6850286, Deilemys berlandieri, None
Sigmodon hispidus, 6850286, Lasiomys hispidus, None
Sigmodon hispidus, 6850286, Sigmodon hispidus, 6850286
Sigmodon hispidus, 6850286, Deilemys hispidus, None
Sigmodon hispidus, 6850286, Deilemys exsputus, None
Sigmodon inopinatus, 6906339, Lasiomys inopinatus, None
Sigmodon inopinatus, 6906339, Sigmodon inopinatus, 6906339
Sigmodon inopinatus, 6906339, Deilemys inopinatus, None
Sigmodon leucotis, 6906340, Sigmodon amoles, None
Sigmodon leucotis, 6906340, Deilemys leucotis, None
Sigmodon leucotis, 6906340, Sigmodon leucotis, 6906340
Sigmodon leucotis, 6906340, Deilemys amoles, None
Sigmodon leucotis, 6906340, Lasiomys amoles, None
Sigmodon leucotis, 6906340, Deilemys alticola, None
Sigmodon leucotis, 6906340, Sigmodon alticola, None
Sigmodon leucotis, 6906340, Lasiomys alticola, None
Sigmodon leucotis, 6906340, Lasiomys leucotis, None
Sigmodon mascotensis, 6906342, Sigmodon mascotensis, 6906342
Sigmodon mascotensis, 6906342, Lasiomys atratus, None
Sigmodon mascotensis, 6906342, Sigmodon atratus, None
Sigmodon mascotensis, 6906342, Deilemys atratus, None
Sigmodon mascotensis, 6906342, Lasiomys obvelatus, None
Sigmodon mascotensis, 6906342, Sigmodon obvelatus, None
Sigmodon mascotensis, 6906342, Lasiomys mascotensis, None
Sigmodon mascotensis, 6906342, Lasiomys ischyrus, None
Sigmodon mascotensis, 6906342, Deilemys mascotensis, None
Sigmodon mascotensis, 6906342, Deilemys inexoratus, None
Sigmodon mascotensis, 6906342, Deilemys obvelatus, None
Sigmodon mascotensis, 6906342, Deilemys colimae, None
Sigmodon mascotensis, 6906342, Lasiomys colimae, None
Sigmodon mascotensis, 6906342, Deilemys ischyrus, None
Sigmodon mascotensis, 6906342, Sigmodon colimae, None
Sigmodon mascotensis, 6906342, Sigmodon inexoratus, None
Sigmodon mascotensis, 6906342, Sigmodon ischyrus, None
Sigmodon mascotensis, 6906342, Lasiomys tonalensis, None
Sigmodon mascotensis, 6906342, Sigmodon tonalensis, None
Sigmodon mascotensis, 6906342, Deilemys tonalensis, None
Sigmodon mascotensis, 6906342, Lasiomys inexoratus, None
Sigmodon ochrognathus, 6850287, Sigmodon montanus, None
Sigmodon ochrognathus, 6850287, Deilemys ochrognathus, None
Sigmodon ochrognathus, 6850287, Sigmodon ochrognathus, 6850287
Sigmodon ochrognathus, 6850287, Lasiomys ochrognathus, None
Sigmodon ochrognathus, 6850287, Deilemys montanus, None
Sigmodon ochrognathus, 6850287, Lasiomys baileyi, None
Sigmodon ochrognathus, 6850287, Deilemys madrensis, None
Sigmodon ochrognathus, 6850287, Sigmodon madrensis, None
Sigmodon ochrognathus, 6850287, Lasiomys madrensis, None
Sigmodon ochrognathus, 6850287, Sigmodon baileyi, None
Sigmodon ochrognathus, 6850287, Deilemys baileyi, None
Sigmodon ochrognathus, 6850287, Lasiomys montanus, None
Sigmodon peruanus, 6906341, Deilemys chonensis, None
Sigmodon peruanus, 6906341, Deilemys peruanus, None
Sigmodon peruanus, 6906341, Lasiomys peruanus, None
Sigmodon peruanus, 6906341, Sigmodon chonensis, None
Sigmodon peruanus, 6906341, Lasiomys chonensis, None
Sigmodon peruanus, 6906341, Deilemys lonnbergi, None
Sigmodon peruanus, 6906341, Sigmodon lonnbergi, None
Sigmodon peruanus, 6906341, Deilemys puna, None
Sigmodon peruanus, 6906341, Sigmodon puna, None
Sigmodon peruanus, 6906341, Lasiomys puna, None
Sigmodon peruanus, 6906341, Deilemys simonsi, None
Sigmodon peruanus, 6906341, Sigmodon simonsi, None
Sigmodon peruanus, 6906341, Lasiomys simonsi, None
Sigmodon peruanus, 6906341, Sigmodon peruanus, 6906341
Sigmodon peruanus, 6906341, Lasiomys lonnbergi, None
Sigmodon planifrons, None, Lasiomys setzeri, None
Sigmodon planifrons, None, Deilemys planifrons, None
Sigmodon planifrons, None, Sigmodon planifrons, None
Sigmodon planifrons, None, Lasiomys planifrons, None
Sigmodon planifrons, None, Sigmodon setzeri, None
Sigmodon planifrons, None, Deilemys minor, None
Sigmodon planifrons, None, Sigmodon minor, None
Sigmodon planifrons, None, Lasiomys minor, None
Sigmodon planifrons, None, Deilemys setzeri, None
Sigmodon toltecus, None, Sigmodon furvus, None
Sigmodon toltecus, None, Lasiomys toltecus, None
Sigmodon toltecus, None, Sigmodon toltecus, None
Sigmodon toltecus, None, Deilemys fervidus, None
Sigmodon toltecus, None, Sigmodon fervidus, None
Sigmodon toltecus, None, Lasiomys fervidus, None
Sigmodon toltecus, None, Deilemys furvus, None
Sigmodon toltecus, None, Deilemys saturatus, None
Sigmodon toltecus, None, Sigmodon saturatus, None
Sigmodon toltecus, None, Lasiomys saturatus, None
Sigmodon toltecus, None, Deilemys microdon, None
Sigmodon toltecus, None, Lasiomys microdon, None
Sigmodon toltecus, None, Sigmodon microdon, None
Sigmodon toltecus, None, Deilemys toltecus, None
Sigmodon toltecus, None, Lasiomys furvus, None
Sigmodontomys alfari, 6906343, Sigmodontomys efficax, None
Sigmodontomys alfari, 6906343, Sigmodontomys russulus, None
Sigmodontomys alfari, 6906343, Sigmodontomys ochrinus, None
Sigmodontomys alfari, 6906343, Sigmodontomys esmeraldarum, None
Sigmodontomys alfari, 6906343, Sigmodontomys barbacoas, None
Sigmodontomys alfari, 6906343, Sigmodontomys ochraceus, None
Sigmodontomys alfari, 6906343, Sigmodontomys alfari, 6906343
Sigmodontomys aphrastus, 6906344, Sigmodontomys aphrastus, 6906344
Simias concolor, None, Simias concolor, None
Simias concolor, None, Simias siberu, None
Sminthopsis aitkeni, 6862995, Sminthopsis aitkeni, 6862995
Sminthopsis aitkeni, 6862995, Podabrus aitkeni, None
Sminthopsis archeri, 6862996, Sminthopsis archeri, 6862996
Sminthopsis archeri, 6862996, Podabrus archeri, None
Sminthopsis bindi, 6930321, Sminthopsis bindi, 6930321
Sminthopsis bindi, 6930321, Podabrus bindi, None
Sminthopsis butleri, 6862997, Sminthopsis butleri, 6862997
Sminthopsis butleri, 6862997, Podabrus butleri, None
Sminthopsis crassicaudata, 6862998, Podabrus ferruginea, None
Sminthopsis crassicaudata, 6862998, Podabrus crassicaudata, None
Sminthopsis crassicaudata, 6862998, Sminthopsis crassicaudata, 6862998
Sminthopsis crassicaudata, 6862998, Sminthopsis centralis, None
Sminthopsis crassicaudata, 6862998, Sminthopsis ferruginea, None
